timestamp,wind_speed,wind_direction,power,temperature,turbine_id,rated_power,exclusion_reason
2017-01-11 21:30:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 05:40:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 05:50:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 06:00:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 06:10:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 06:20:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 06:30:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 06:40:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 06:50:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 07:00:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 07:10:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 07:20:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 07:30:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 07:40:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 07:50:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 08:00:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 08:10:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 08:20:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
