turbine_id,count,MAE,RMSE
Kelmarsh 1,7836,0.047188173053834374,0.08461362567932514
Kelmarsh 2,7836,0.03717836913975684,0.0579859015464269
Kelmarsh 3,7836,0.037571407867267745,0.05582249073146632
Kelmarsh 4,7836,0.03724894847092377,0.060334083755639076
Kelmarsh 5,7835,0.03859423868861606,0.06598191841568234
Kelmarsh 6,7827,0.0446137554813932,0.09196565996149864
