run_date,turbine_id,latitude,longitude,run_utc,horizon_h,request_url
2026-01-31,T1,43.64515,78.535604,2026-01-31T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-01-31T00%3A00&forecast_hours=48
2026-01-31,T2,43.643198,78.538828,2026-01-31T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-01-31T00%3A00&forecast_hours=48
2026-02-01,T1,43.64515,78.535604,2026-02-01T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-01T00%3A00&forecast_hours=48
2026-02-01,T2,43.643198,78.538828,2026-02-01T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-01T00%3A00&forecast_hours=48
2026-02-02,T1,43.64515,78.535604,2026-02-02T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-02T00%3A00&forecast_hours=48
2026-02-02,T2,43.643198,78.538828,2026-02-02T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-02T00%3A00&forecast_hours=48
2026-02-03,T1,43.64515,78.535604,2026-02-03T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-03T00%3A00&forecast_hours=48
2026-02-03,T2,43.643198,78.538828,2026-02-03T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-03T00%3A00&forecast_hours=48
2026-02-04,T1,43.64515,78.535604,2026-02-04T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-04T00%3A00&forecast_hours=48
2026-02-04,T2,43.643198,78.538828,2026-02-04T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-04T00%3A00&forecast_hours=48
2026-02-05,T1,43.64515,78.535604,2026-02-05T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-05T00%3A00&forecast_hours=48
2026-02-05,T2,43.643198,78.538828,2026-02-05T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-05T00%3A00&forecast_hours=48
2026-02-06,T1,43.64515,78.535604,2026-02-06T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-06T00%3A00&forecast_hours=48
2026-02-06,T2,43.643198,78.538828,2026-02-06T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-06T00%3A00&forecast_hours=48
2026-02-07,T1,43.64515,78.535604,2026-02-07T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-07T00%3A00&forecast_hours=48
2026-02-07,T2,43.643198,78.538828,2026-02-07T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-07T00%3A00&forecast_hours=48
2026-02-08,T1,43.64515,78.535604,2026-02-08T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-08T00%3A00&forecast_hours=48
2026-02-08,T2,43.643198,78.538828,2026-02-08T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-08T00%3A00&forecast_hours=48
2026-02-09,T1,43.64515,78.535604,2026-02-09T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-09T00%3A00&forecast_hours=48
2026-02-09,T2,43.643198,78.538828,2026-02-09T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-09T00%3A00&forecast_hours=48
2026-02-10,T1,43.64515,78.535604,2026-02-10T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-10T00%3A00&forecast_hours=48
2026-02-10,T2,43.643198,78.538828,2026-02-10T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-10T00%3A00&forecast_hours=48
2026-02-11,T1,43.64515,78.535604,2026-02-11T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-11T00%3A00&forecast_hours=48
2026-02-11,T2,43.643198,78.538828,2026-02-11T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-11T00%3A00&forecast_hours=48
2026-02-12,T1,43.64515,78.535604,2026-02-12T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-12T00%3A00&forecast_hours=48
2026-02-12,T2,43.643198,78.538828,2026-02-12T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-12T00%3A00&forecast_hours=48
2026-02-13,T1,43.64515,78.535604,2026-02-13T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-13T00%3A00&forecast_hours=48
2026-02-13,T2,43.643198,78.538828,2026-02-13T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-13T00%3A00&forecast_hours=48
2026-02-14,T1,43.64515,78.535604,2026-02-14T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-14T00%3A00&forecast_hours=48
2026-02-14,T2,43.643198,78.538828,2026-02-14T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-14T00%3A00&forecast_hours=48
