run_date,turbine_id,latitude,longitude,run_utc,horizon_h,request_url
2026-02-15,T1,43.64515,78.535604,2026-02-15T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-15T00%3A00&forecast_hours=48
2026-02-15,T2,43.643198,78.538828,2026-02-15T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-15T00%3A00&forecast_hours=48
2026-02-16,T1,43.64515,78.535604,2026-02-16T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-16T00%3A00&forecast_hours=48
2026-02-16,T2,43.643198,78.538828,2026-02-16T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-16T00%3A00&forecast_hours=48
2026-02-17,T1,43.64515,78.535604,2026-02-17T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-17T00%3A00&forecast_hours=48
2026-02-17,T2,43.643198,78.538828,2026-02-17T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-17T00%3A00&forecast_hours=48
2026-02-18,T1,43.64515,78.535604,2026-02-18T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-18T00%3A00&forecast_hours=48
2026-02-18,T2,43.643198,78.538828,2026-02-18T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-18T00%3A00&forecast_hours=48
2026-02-19,T1,43.64515,78.535604,2026-02-19T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-19T00%3A00&forecast_hours=48
2026-02-19,T2,43.643198,78.538828,2026-02-19T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-19T00%3A00&forecast_hours=48
2026-02-20,T1,43.64515,78.535604,2026-02-20T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-20T00%3A00&forecast_hours=48
2026-02-20,T2,43.643198,78.538828,2026-02-20T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-20T00%3A00&forecast_hours=48
2026-02-21,T1,43.64515,78.535604,2026-02-21T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-21T00%3A00&forecast_hours=48
2026-02-21,T2,43.643198,78.538828,2026-02-21T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-21T00%3A00&forecast_hours=48
2026-02-22,T1,43.64515,78.535604,2026-02-22T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-22T00%3A00&forecast_hours=48
2026-02-22,T2,43.643198,78.538828,2026-02-22T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-22T00%3A00&forecast_hours=48
2026-02-23,T1,43.64515,78.535604,2026-02-23T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-23T00%3A00&forecast_hours=48
2026-02-23,T2,43.643198,78.538828,2026-02-23T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-23T00%3A00&forecast_hours=48
2026-02-24,T1,43.64515,78.535604,2026-02-24T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-24T00%3A00&forecast_hours=48
2026-02-24,T2,43.643198,78.538828,2026-02-24T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-24T00%3A00&forecast_hours=48
2026-02-25,T1,43.64515,78.535604,2026-02-25T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-25T00%3A00&forecast_hours=48
2026-02-25,T2,43.643198,78.538828,2026-02-25T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-25T00%3A00&forecast_hours=48
2026-02-26,T1,43.64515,78.535604,2026-02-26T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-26T00%3A00&forecast_hours=48
2026-02-26,T2,43.643198,78.538828,2026-02-26T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-26T00%3A00&forecast_hours=48
2026-02-27,T1,43.64515,78.535604,2026-02-27T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-27T00%3A00&forecast_hours=48
2026-02-27,T2,43.643198,78.538828,2026-02-27T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-27T00%3A00&forecast_hours=48
2026-02-28,T1,43.64515,78.535604,2026-02-28T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.64515&longitude=78.535604&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-28T00%3A00&forecast_hours=48
2026-02-28,T2,43.643198,78.538828,2026-02-28T00:00,48,https://single-runs-api.open-meteo.com/v1/forecast?latitude=43.643198&longitude=78.538828&hourly=temperature_2m%2Cwind_speed_80m%2Cwind_speed_100m%2Cwind_speed_120m%2Cwind_direction_100m%2Csurface_pressure&wind_speed_unit=ms&timezone=UTC&run=2026-02-28T00%3A00&forecast_hours=48
